lccn/sn84024055/1916-12-02,1,0,0,0
lccn/sn84024055/1916-12-23,1,0,0,0
lccn/sn84024055/1916-12-30,1,5,6,-1
lccn/sn84024055/1917-01-06,2,9,5,4
lccn/sn84024055/1917-01-13,1,6,6,0
lccn/sn84024055/1920-03-20,2,7,1,6
lccn/sn86058226/1918-08-27,2,6,4,2
lccn/sn86058226/1918-02-21,1,4,6,-2
lccn/sn84024055/1898-12-10,2,10,9,1
lccn/sn84024055/1898-02-19,2,12,8,4
lccn/sn86058226/1916-03-07,1,4,12,-8
lccn/sn86058226/1916-03-11,2,2,0,2
lccn/sn86058226/1916-04-12,1,9,10,-1
lccn/sn86058226/1917-09-12,2,6,5,1
lccn/sn86058226/1916-10-09,1,2,2,0
lccn/sn86058226/1917-04-23,1,3,3,0
lccn/sn86058226/1917-05-14,1,8,10,-2
lccn/sn86058226/1916-10-23,1,4,9,-5
lccn/sn86058226/1916-12-27,1,3,6,-3
lccn/sn86058226/1917-01-13,2,9,7,2
lccn/sn86058226/1917-01-24,2,10,9,1
lccn/sn87052181/1912-05-04,2,11,6,5
lccn/sn87052181/1913-04-19,2,15,2,13
lccn/sn87052181/1914-11-21,2,7,2,5
lccn/sn87052181/1916-01-08,2,10,8,2
